0x15 idtype
0x8497 new_strategic_destruction_mastery_gain_factor
0x8498 new_battlefield_support
0x8499 new_battlefield_support_mastery_gain_factor
0x849a new_operational_integrity
0x849b new_operational_integrity_mastery_gain_factor
0x849c new_mobile_warfare
0x849d new_mobile_warfare_mastery_gain_factor
0x849e superior_firepower
0x849f superior_firepower_mastery_gain_factor
0x84a0 grand_battleplan
0x84a1 grand_battleplan_mastery_gain_factor
0x84a2 mass_assault
0x84a3 mass_assault_mastery_gain_factor
0x84a4 new_fleet_in_being
0x84a5 new_fleet_in_being_mastery_gain_factor
0x84a6 new_convoy_raiding
0x84a7 new_convoy_raiding_mastery_gain_factor
0x84a8 new_base_strike
0x84a9 new_base_strike_mastery_gain_factor
0x84aa air_subdoctrine_fighter_homeland_defense
0x84ab interception_priority
0x84ac air_defense_grids
0x84ad air_wing_knowledge_transfer
0x84ae experienced_pilots_protection
0x84af mass_sorties
0x84b0 air_subdoctrine_fighter_homeland_defense_mastery_gain_factor
0x84b1 air_subdoctrine_escort_fighter
0x84b2 escort_procedures
0x84b3 extended_search_patterns
0x84b4 improved_maintenance_protocols
0x84b5 increased_sky_presence
0x84b6 constant_air_offensive
0x84b7 air_subdoctrine_escort_fighter_mastery_gain_factor
0x84b8 air_subdoctrine_fighter_bombers
0x84b9 target_prioritization
0x84ba strafing_runs
0x84bb versatile_experience
0x84bc multi_mission_assignment
0x84bd night_target_search
0x84be air_subdoctrine_fighter_bombers_mastery_gain_factor
0x84bf air_subdoctrine_tactical_flexibility
0x84c0 loose_formation
0x84c1 high_altitude_approach
0x84c2 combat_discipline
0x84c3 high_speed_dive
0x84c4 aces_of_the_sky
0x84c5 air_subdoctrine_tactical_flexibility_mastery_gain_factor
0x84c6 air_subdoctrine_dogfighting_mastery
0x84c7 pilot_quality_focus
0x84c8 force_rotation
0x84c9 fighter_command_system
0x84ca combat_routines
0x84cb improved_support_integration
0x84cc air_subdoctrine_dogfighting_mastery_mastery_gain_factor
0x84cd air_subdoctrine_fighter_central_field
0x84ce decoy_tactic
0x84cf three_plane_formation
0x84d0 aggressive_spirit
0x84d1 naval_expertise
0x84d2 all_weather_operations
0x84d3 air_subdoctrine_fighter_central_field_mastery_gain_factor
0x84d4 air_subdoctrine_night_bombing
0x84d5 night_raids
0x84d6 stealth_approach
0x84d7 shared_principles
0x84d8 bombing_discipline
0x84d9 durable_airframes
0x84da air_subdoctrine_night_bombing_mastery_gain_factor
0x84db air_subdoctrine_carpet_bombing
0x84dc veteran_bomber_crews
0x84dd breaking_the_spirit
0x84de destruction_campaigns
0x84df coordinated_air_operations
0x84e0 defensive_formation
0x84e1 air_subdoctrine_carpet_bombing_mastery_gain_factor
0x84e2 air_subdoctrine_deep_air_raids
0x84e3 bad_weather_operations
0x84e4 effective_targetting
0x84e5 improved_mission_control
0x84e6 escort_cooperation
0x84e7 long_range_missions
0x84e8 air_subdoctrine_deep_air_raids_mastery_gain_factor
0x84e9 air_subdoctrine_flying_fortresses
0x84ea high_level_bombing
0x84eb experienced_gunners
0x84ec pilot_rescue_missions
0x84ed extensive_training
0x84ee safety_landing_procedures
0x84ef air_subdoctrine_flying_fortresses_mastery_gain_factor
0x84f0 air_subdoctrine_coastal_air_patrol
0x84f1 coastal_air_minelaying
0x84f2 evasive_techniques
0x84f3 efficient_maritime_patrols
0x84f4 fog_patrol
0x84f5 improved_targetting_techniques
0x84f6 air_subdoctrine_coastal_air_patrol_mastery_gain_factor
0x84f7 air_subdoctrine_open_ocean_air_patrol
0x84f8 harbor_raids
0x84f9 aerial_minesweeping
0x84fa self_reliance
0x84fb night_patrols
0x84fc naval_destruction
0x84fd air_subdoctrine_open_ocean_air_patrol_mastery_gain_factor
0x84fe air_subdoctrine_heavy_aircraft_focus
0x84ff heavy_aircraft_application
0x8500 specialized_payloads
0x8501 developed_training_programs
0x8502 efficient_fuel_management
0x8503 air_subdoctrine_heavy_aircraft_focus_mastery_gain_factor
0x8504 air_subdoctrine_bomber_interception
0x8505 night_interceptions
0x8506 dispersed_fighting
0x8507 heavy_fighter_veteran_initiative
0x8508 bomber_interception_patrols
0x8509 air_subdoctrine_bomber_interception_mastery_gain_factor
0x850a air_subdoctrine_long_range_escort
0x850b efficient_fly_routes
0x850c mutual_air_cover
0x850d training_instructors
0x850e fighter_baiting
0x850f far_reaching_airforce
0x8510 air_subdoctrine_long_range_escort_mastery_gain_factor
0x8511 air_subdoctrine_operational_air_support
0x8512 efficient_support_crews
0x8513 ground_interdictions
0x8514 operational_airforce_presence
0x8515 heavy_fighter_support
0x8516 tactical_bomber_preservation
0x8517 air_subdoctrine_operational_air_support_mastery_gain_factor
0x8518 air_subdoctrine_tactical_battlefield_support
0x8519 keypoint_bombing
0x851a logistical_bombing
0x851b ship_hunters
0x851c dedicated_record_keeping
0x851d bomber_aces
0x851e air_subdoctrine_tactical_battlefield_support_mastery_gain_factor
0x851f air_subdoctrine_theater_interdiction
0x8520 extended_reach
0x8521 night_bombing
0x8522 precision_bombing
0x8523 port_raids
0x8524 improved_casualty_recovery
0x8525 air_subdoctrine_theater_interdiction_mastery_gain_factor
0x8526 air_subdoctrine_aerial_reconnaissance
0x8527 extended_reconnaissance_radius
0x8528 improved_observation_procedures
0x8529 naval_recon
0x852a distant_aerial_observation
0x852b well_coordinated_strikes
0x852c air_subdoctrine_aerial_reconnaissance_mastery_gain_factor
0x852d air_subdoctrine_flying_artillery
0x852e suppression_runs
0x852f terrain_familiarity
0x8530 effective_payloads
0x8531 rugged_airframes
0x8532 movement_interdiction
0x8533 air_subdoctrine_flying_artillery_mastery_gain_factor
0x8534 air_subdoctrine_dive_bombers
0x8535 forward_air_controllers
0x8536 all_weather_drills
0x8537 terrifying_precision
0x8538 close_air_support_aces
0x8539 fighter_bomber_coordination
0x853a air_subdoctrine_dive_bombers_mastery_gain_factor
0x853b air_subdoctrine_flexible_fire_support
0x853c cas_preservation
0x853d adaptable_nav_bombers
0x853e forward_spotters
0x853f continuous_fire_support
0x8540 quick_turnaround
0x8541 air_subdoctrine_flexible_fire_support_mastery_gain_factor
0x8542 air_subdoctrine_carrier_strikes
0x8543 deck_coordination
0x8544 specialized_torpedoes
0x8545 strike_wave_tactics
0x8546 deck_cycle_training
0x8547 optimized_deck_space_usage
0x8548 air_subdoctrine_carrier_strikes_mastery_gain_factor
0x8549 air_subdoctrine_naval_strike_tactics
0x854a naval_disruption
0x854b attack_synchronization
0x854c naval_strike_aces
0x854d safety_protocols
0x854e optimized_payload
0x854f air_subdoctrine_naval_strike_tactics_mastery_gain_factor
0x8550 air_subdoctrine_naval_torpedo_tactics
0x8551 port_strikes
0x8552 low_level_attack_runs
0x8553 extended_sea_patrols
0x8554 all_weather_training
0x8555 naval_strike_mastery
0x8556 air_subdoctrine_naval_torpedo_tactics_mastery_gain_factor
0x8557 armored_spearhead
0x8558 force_concentration
0x8559 armored_breakthrough_exploits
0x855a local_reserves
0x855b tactical_reconnaissance
0x855c assault_detachments
0x855d armored_spearhead_mastery_gain_factor
0x855e armored_spearhead_no_lar
0x855f armored_spearhead_no_lar_mastery_gain_factor
0x8560 armored_infantry_support
0x8561 cat_heavy_armor
0x8562 mobile_reserves
0x8563 armored_cohorts
0x8564 maintenance_routines
0x8565 fuel_rationing
0x8566 mobile_armored_strongpoints
0x8567 armored_infantry_support_mastery_gain_factor
0x8568 streamlined_deployment
0x8569 flexible_armored_battalions
0x856a mechanized_wave
0x856b tank_desant
0x856c full_front_deployment
0x856d continuous_offensives
0x856e streamlined_deployment_mastery_gain_factor
0x856f mobile_defense
0x8570 mechanized_offensive
0x8571 advance_under_fire
0x8572 attached_support
0x8573 combined_anti_armor
0x8574 tank_on_tank_engagement
0x8575 mobile_defense_mastery_gain_factor
0x8576 armored_cavalry
0x8577 cruiser_tanks
0x8578 quick_response_force
0x8579 speed_as_armour
0x857a fighting_reconnaissance
0x857b sustained_deployments
0x857c armored_cavalry_mastery_gain_factor
0x857d armored_cavalry_no_lar
0x857e armored_cavalry_no_lar_mastery_gain_factor
0x857f tank_destroyer_force
0x8580 mobile_anti_tank
0x8581 committed_operational_units
0x8582 redeployment_priority
0x8583 independent_counterattacks
0x8584 selfsufficient_battalion
0x8585 tank_destroyer_force_mastery_gain_factor
0x8586 fire_concentration
0x8587 standing_barrage
0x8588 predicted_fire
0x8589 artillery_groups
0x858a dedicated_air_support
0x858b weakpoint_studies
0x858c fire_concentration_mastery_gain_factor
0x858d anti_tank_frontline
0x858e pakfront
0x858f emplacement_rotation
0x8590 offensive_deployments
0x8591 assault_anti_tank
0x8592 anti_tank_frontline_mastery_gain_factor
0x8593 flying_batteries
0x8594 rocketry
0x8595 deployment_drills
0x8596 counter_battery_tasks
0x8597 ballistics_corrections
0x8598 mobile_barrages
0x8599 wide_dispersal_positions
0x859a flying_batteries_mastery_gain_factor
0x859b air_cavalry
0x859c helicopter_tech
0x859d airborne_observers
0x859e service_and_support
0x859f rescue_liasions
0x85a0 transport_assault
0x85a1 intervention_units
0x85a2 air_cavalry_mastery_gain_factor
0x85a3 mobile_recon_and_assault
0x85a4 motorization_support
0x85a5 long_range_reconnaissance
0x85a6 mobile_operational_deployments
0x85a7 self_propelled_support_elements
0x85a8 deep_reconnaissance_focus
0x85a9 mobile_recon_and_assault_mastery_gain_factor
0x85aa mobile_recon_and_assault_no_lar
0x85ab mobile_recon_and_assault_no_lar_mastery_gain_factor
0x85ac self_propelled_support
0x85ad mobile_battery_management_platoons
0x85ae screening_attacks
0x85af all_terrain_mobility
0x85b0 multirole_support_vehicles
0x85b1 shoot_and_scoot
0x85b2 self_propelled_support_mastery_gain_factor
0x85b3 siege_artillery
0x85b4 fortress_busters
0x85b5 improved_transport_preparation
0x85b6 precomputed_firing_data
0x85b7 urban_strongpoint_sieges
0x85b8 mobile_artillery_command
0x85b9 siege_artillery_mastery_gain_factor
0x85ba field_engineering
0x85bb rapid_fire_lane_clearance
0x85bc sapper_fieldcraft
0x85bd engineerdug_gun_emplacements
0x85be smoke_projector_training
0x85bf charge_and_flame
0x85c0 field_engineering_mastery_gain_factor
0x85c1 mobile_infantry
0x85c2 cavalry_charge
0x85c3 combined_arms_planning
0x85c4 decisive_operations
0x85c5 delegated_authority
0x85c6 maneuver_warfare
0x85c7 mobile_infantry_mastery_gain_factor
0x85c8 defensive_postures
0x85c9 improvised_fighting_position
0x85ca elastic_operations
0x85cb developed_trench_networking
0x85cc field_emplacements
0x85cd field_construction_training
0x85ce defensive_postures_mastery_gain_factor
0x85cf large_unit_tactics
0x85d0 wide_trench_networks
0x85d1 flexible_division_structures
0x85d2 unit_knowledge_sharing
0x85d3 large_front_offensive
0x85d4 motorization_initiative
0x85d5 large_unit_tactics_mastery_gain_factor
0x85d6 assault_infantry
0x85d7 low_echelon_fire_support
0x85d8 organic_battalion_fire_support
0x85d9 integrated_support_batteries
0x85da breakthrough_fireteams
0x85db assault_infantry_mastery_gain_factor
0x85dc mounted_infantry
0x85dd dragoon_traditions
0x85de mounted_skirmish_groups
0x85df anti_mechanized_cavalry_groups
0x85e0 beasts_of_war
0x85e1 limbered_combat_support
0x85e2 mounted_infantry_mastery_gain_factor
0x85e3 commandos
0x85e4 isolated_combat_elements
0x85e5 security_zone_operations
0x85e6 rigorous_training_regimen
0x85e7 field_intel_retrieval
0x85e8 integrated_assaults
0x85e9 commandos_mastery_gain_factor
0x85ea irregulars
0x85eb service_by_lot
0x85ec partisan_regiments
0x85ed improvised_officer_groups
0x85ee levee_en_masse
0x85ef standardization_efforts
0x85f0 support_tech
0x85f1 irregulars_mastery_gain_factor
0x85f2 peoples_war
0x85f3 revolutionary_base_area
0x85f4 destruction_over_land_gains
0x85f5 quick_decision_offensive_warfare
0x85f6 people_not_things
0x85f7 peoples_war_mastery_gain_factor
0x85f8 great_war_infantry
0x85f9 traverse_digging
0x85fa sapping_operations
0x85fb centralized_artillery_control
0x85fc field_fortification_emphasis
0x85fd redoubt_networks
0x85fe great_war_infantry_mastery_gain_factor
0x85ff mission_type_tactics
0x8600 low_level_delegation
0x8601 flexible_command
0x8602 maneouver_drills
0x8603 flexible_combat_formations
0x8604 control_zone_responsibilities
0x8605 mission_type_tactics_mastery_gain_factor
0x8606 last_stand
0x8607 werwolf_groups
0x8608 pocket_consolidation
0x8609 digging_in
0x860a stocking_up
0x860b breaking_out
0x860c last_stand_mastery_gain_factor
0x860d infiltration_tactics
0x860e infiltration_assault
0x860f nightly_assaults
0x8610 self_sustaining_infiltration_units
0x8611 terrain_and_situation_assessment
0x8612 infiltration_in_depth
0x8613 infiltration_tactics_mastery_gain_factor
0x8614 grand_assault
0x8615 central_planning
0x8616 multiple_attack_directions
0x8617 combined_arms_integration
0x8618 forward_command_posts
0x8619 c3i_theory
0x861a grand_assault_mastery_gain_factor
0x861b deep_battle
0x861c bounding_overwatch
0x861d operational_concentration
0x861e maskirovka
0x861f breakthrough_priority
0x8620 operational_depth_control
0x8621 deep_battle_mastery_gain_factor
0x8622 deep_battle_no_lar
0x8623 deep_battle_no_lar_mastery_gain_factor
0x8624 guerilla_war
0x8625 catch_and_seize
0x8626 galvanize_support
0x8627 urban_assaults
0x8628 defense_of_gained_power
0x8629 guerilla_war_mastery_gain_factor
0x862a rapid_domination
0x862b forward_observers
0x862c advanced_firebases
0x862d centralized_fire_control
0x862e regimental_combat_teams
0x862f shock_and_awe
0x8630 rapid_domination_mastery_gain_factor
0x8631 expeditionary_warfare
0x8632 staging_area_security
0x8633 landing_operations
0x8634 shore_fire_control_parties
0x8635 breakout_emphasis
0x8636 withdrawal_protocols
0x8637 expeditionary_warfare_mastery_gain_factor
0x8638 line_of_battle
0x8639 flagships
0x863a ordnance_handling_training
0x863b blue_water_logistics
0x863c bulkhead_drills
0x863d modernized_line_of_battle
0x863e line_of_battle_mastery_gain_factor
0x863f battlecruiser_supremacy
0x8640 ship_of_the_line
0x8641 coordinated_strike_protocol
0x8642 open_water_patrolling
0x8643 planning_at_speed
0x8644 capital_drills
0x8645 battlecruiser_supremacy_mastery_gain_factor
0x8646 armored_raiders
0x8647 expert_reconnaissance
0x8648 speed_trials
0x8649 modernized_officer_education
0x864a capital_raiders
0x864b crisis_management
0x864c armored_raiders_mastery_gain_factor
0x864d coastal_defence_fleet
0x864e aging_navy
0x864f casemate_upgrades
0x8650 escort_duties
0x8651 hail_of_fire
0x8652 spare_part_logistics
0x8653 coastal_defence_fleet_mastery_gain_factor
0x8654 naval_gunfire_support
0x8655 landing_lane_clearance
0x8656 inshore_aa_screen
0x8657 joint_operations
0x8658 floating_base
0x8659 green_water_operations
0x865a naval_gunfire_support_mastery_gain_factor
0x865b battleship_antiair_screen
0x865c all_seas_anti_aircraft
0x865d efficient_navigation
0x865e broad_air_cover
0x865f inaccessible_skies
0x8660 capital_screens
0x8661 battleship_antiair_screen_mastery_gain_factor
0x8662 carrier_battlegroups
0x8663 long_distance_logistics
0x8664 long_range_target_acquisition
0x8665 personnel_management
0x8666 floating_fortresses
0x8667 carrier_battlegroups_mastery_gain_factor
0x8668 floating_airfields
0x8669 traffic_control_systems
0x866a floating_city
0x866b veteran_pilots
0x866c night_fighting_expertise
0x866d rough_weather_procedures
0x866e floating_airfields_mastery_gain_factor
0x866f escort_carrier_support
0x8670 evasive_convoy_maneuvers
0x8671 anti_submarine_escorts
0x8672 civilian_hull_shapes
0x8673 integrated_convoy_escorts
0x8674 convoy_carrier_support_groups
0x8675 escort_carrier_support_mastery_gain_factor
0x8676 broad_naval_support
0x8677 carrier_maneuvering
0x8678 task_force_concentration
0x8679 organized_support_protocols
0x867a escorts_in_battle
0x867b support_rotation
0x867c broad_naval_support_mastery_gain_factor
0x867d massed_carrier_fleet
0x867e deep_operative_support
0x867f carrier_independence
0x8680 crew_shifts
0x8681 efficient_rearming
0x8682 unceasing_airpower
0x8683 massed_carrier_fleet_mastery_gain_factor
0x8684 light_task_forces
0x8685 direct_fire_avoidance
0x8686 surface_fleets
0x8687 screen_raiders
0x8688 evasive_engagements_focus
0x8689 localized_sea_power
0x868a light_task_forces_mastery_gain_factor
0x868b anti_submarine_sweep_training
0x868c escort_reclassification
0x868d sweeping_duty
0x868e creeping_attack
0x868f as_below_so_above
0x8690 convoy_escort_mastery_gain_factor
0x8691 support_integrated_operations
0x8692 first_line_of_defense
0x8693 first_line_of_attack
0x8694 blue_water_training
0x8695 fleet_coordination
0x8696 early_warning
0x8697 support_integrated_operations_mastery_gain_factor
0x8698 hunter_killers
0x8699 search_and_destroy
0x869a flotilla_leader
0x869b group_operations
0x869c combat_readiness
0x869d escort_group_patrols
0x869e hunter_killers_mastery_gain_factor
0x869f torpedo_primacy
0x86a0 modern_broadsides
0x86a1 coordinated_fire_patterns
0x86a2 dedicated_torpedo_task_forces
0x86a3 improved_escort_role
0x86a4 task_force_integration
0x86a5 torpedo_primacy_mastery_gain_factor
0x86a6 anti_aircraft_cruisers
0x86a7 calibrated_deck_guns
0x86a8 priority_air_targets
0x86a9 evasion_techniques
0x86aa air_interdiction_screening
0x86ab sustained_engagements
0x86ac anti_aircraft_cruisers_mastery_gain_factor
0x86ad screen_support_focus
0x86ae close_support_integration
0x86af sustainable_task_forces
0x86b0 protected_naval_expansion
0x86b1 patrol_pattern_improvements
0x86b2 screen_support_focus_mastery_gain_factor
0x86b3 jeune_ecole
0x86b4 commerce_raiding_priority
0x86b5 large_torpedo_boats
0x86b6 total_economic_warfare
0x86b7 sea_scabs
0x86b8 autonomous_cruisers
0x86b9 jeune_ecole_mastery_gain_factor
0x86ba patrol_boats
0x86bb hit_and_run
0x86bc small_craft_harassment
0x86bd lie_in_wait
0x86be fast_sortie_turnaround
0x86bf home_waters_defense
0x86c0 patrol_boats_mastery_gain_factor
0x86c1 wolfpacks
0x86c2 predictive_expertise
0x86c3 pack_search_patterns
0x86c4 improvisation
0x86c5 rough_weather_procedure
0x86c6 wolfpack_coordination
0x86c7 wolfpacks_mastery_gain_factor
0x86c8 submarine_fleet_operations
0x86c9 long_range_patrol_schedule
0x86ca sustained_operations
0x86cb ambush_tactics
0x86cc diverse_operations
0x86cd predictive_search_patterns
0x86ce submarine_fleet_operations_mastery_gain_factor
0x86cf capital_hunters
0x86d0 fire_protocol_drills
0x86d1 battle_line_priority
0x86d2 quick_reload_procedures
0x86d3 battleship_chase
0x86d4 escape_when_empty
0x86d5 capital_hunters_mastery_gain_factor
0x86d6 submarine_coastal_defense
0x86d7 optimized_compartments
0x86d8 patrol_vigilance
0x86d9 maneuever_fire
0x86da locals_knowledge
0x86db counter_submarine_operations
0x86dc submarine_coastal_defense_mastery_gain_factor
0x86dd coastal_minelaying
0x86de covert_buildup
0x86df placement_for_effect
0x86e0 minefield_patrols
0x86e1 overhead_protection
0x86e2 clearing_procedures
0x86e3 coastal_minelaying_mastery_gain_factor
0x86e4 long_range_submarines
0x86e5 ocean_patrols
0x86e6 improved_dive_protocols
0x86e7 support_the_surface
0x86e8 stowage_efficiency
0x86e9 deep_water_supremacy
0x86ea long_range_submarines_mastery_gain_factor
0x86eb sp_air_scientist_xp_generic_reward
0x86ec sp_air_scientist_xp_generic_reward_option
0x86ed sp_air_generic_major_breakthrough_reward
0x86ee sp_air_generic_major_breakthrough_reward_option
0x86ef sp_air_generic_aerodynamics_advancements_reward
0x86f0 sp_air_generic_avionics_advancements_reward_option
0x86f1 sp_air_generic_discoveries_reward
0x86f2 air_equipment
0x86f3 sp_air_political_interference_generic_reward
0x86f4 sp_air_minor_progress_generic_reward_option
0x86f5 sp_air_generic_reward_scientist_xp_1
0x86f6 sp_air_generic_reward_scientist_xp_flag
0x86f7 sp_air_generic_reward_option_scientist_xp
0x86f8 sp_air_generic_reward_scientist_xp_2
0x86f9 sp_air_generic_reward_scientist_xp_3
0x86fa sp_air_generic_reward_air_xp_1
0x86fb sp_air_generic_reward_air_xp_flag
0x86fc sp_air_generic_reward_option_air_xp
0x86fd sp_air_generic_reward_air_xp_2
0x86fe sp_air_generic_reward_air_xp_3
0x86ff sp_air_generic_reward_major_progress_1
0x8700 sp_air_generic_reward_major_progress_flag
0x8701 sp_air_generic_reward_option_major_breakthrough
0x8702 sp_air_generic_reward_major_progress_2
0x8703 sp_air_generic_reward_major_progress_3
0x8704 sp_air_generic_reward_test_failure_1
0x8705 sp_air_generic_reward_test_failure_flag
0x8706 sp_air_generic_reward_option_test_failure
0x8707 sp_air_generic_reward_test_failure_2
0x8708 sp_air_generic_reward_test_failure_3
0x8709 sp_land_generic_reward_scientist_xp_1
0x870a sp_land_generic_reward_scientist_xp_flag
0x870b sp_land_generic_reward_option_scientist_xp
0x870c sp_land_generic_reward_scientist_xp_2
0x870d sp_land_generic_reward_scientist_xp_3
0x870e sp_land_generic_reward_army_xp_1
0x870f sp_land_generic_reward_army_xp_flag
0x8710 sp_land_generic_reward_option_army_xp
0x8711 sp_land_generic_reward_army_xp_2
0x8712 sp_land_generic_reward_army_xp_3
0x8713 sp_land_generic_reward_major_progress_1
0x8714 sp_land_generic_reward_major_progress_flag
0x8715 sp_land_generic_reward_option_major_breakthrough
0x8716 sp_land_generic_reward_major_progress_2
0x8717 sp_land_generic_reward_major_progress_3
0x8718 sp_land_generic_reward_test_failure_1
0x8719 sp_land_generic_reward_test_failure_flag
0x871a sp_land_generic_reward_option_test_failure
0x871b sp_land_generic_reward_test_failure_2
0x871c sp_land_generic_reward_test_failure_3
0x871d sp_land_generic_reward_armor_tech_1
0x871e sp_land_generic_reward_armor_tech_flag
0x871f sp_land_generic_reward_option_armor_tech
0x8720 sp_land_generic_reward_armor_tech_2
0x8721 sp_land_generic_reward_armor_tech_3
0x8722 sp_land_generic_reward_artillery_tech_1
0x8723 sp_land_generic_reward_artillery_tech_flag
0x8724 sp_land_generic_reward_option_artillery_tech
0x8725 mio_cat_artillery
0x8726 sp_land_generic_reward_artillery_tech_2
0x8727 sp_land_generic_reward_artillery_tech_3
0x8728 sp_land_generic_reward_armor_bonus_1
0x8729 sp_land_generic_reward_armor_bonus_flag
0x872a sp_land_generic_reward_option_armor_bonus
0x872b sp_land_generic_reward_armor_bonus_2
0x872c sp_land_generic_reward_armor_bonus_3
0x872d sp_land_generic_reward_engine_bonus_1
0x872e sp_land_generic_reward_engine_bonus_flag
0x872f sp_land_generic_reward_option_engine_bonus
0x8730 sp_land_generic_reward_engine_bonus_2
0x8731 sp_land_generic_reward_engine_bonus_3
0x8732 sp_land_generic_reward_artillery_bonus_1
0x8733 sp_land_generic_reward_artillery_bonus_flag
0x8734 sp_land_generic_reward_option_artillery_bonus
0x8735 sp_land_generic_reward_artillery_bonus_2
0x8736 sp_land_generic_reward_artillery_bonus_3
0x8737 sp_land_generic_reward_resource_scarcity
0x8738 sp_land_generic_reward_option_resource_scarcity
0x8739 sp_land_generic_reward_critical_failure
0x873a sp_land_generic_reward_option_critical_failure
0x873b sp_naval_generic_reward_scientist_xp_1
0x873c sp_naval_generic_reward_scientist_xp_flag
0x873d sp_naval_generic_reward_option_scientist_xp
0x873e sp_naval_generic_reward_scientist_xp_2
0x873f sp_naval_generic_reward_scientist_xp_3
0x8740 sp_naval_generic_reward_navy_xp_1
0x8741 sp_naval_generic_reward_navy_xp_flag
0x8742 sp_naval_generic_reward_option_navy_xp
0x8743 sp_naval_generic_reward_navy_xp_2
0x8744 sp_naval_generic_reward_navy_xp_3
0x8745 sp_naval_generic_reward_major_progress_1
0x8746 sp_naval_generic_reward_major_progress_flag
0x8747 sp_naval_generic_reward_option_major_breakthrough
0x8748 sp_naval_generic_reward_major_progress_2
0x8749 sp_naval_generic_reward_major_progress_3
0x874a sp_naval_generic_reward_test_failure_1
0x874b sp_naval_generic_reward_test_failure_flag
0x874c sp_naval_generic_reward_option_test_failure
0x874d sp_naval_generic_reward_test_failure_2
0x874e sp_naval_generic_reward_test_failure_3
0x874f sp_naval_generic_reward_armor_tech_1
0x8750 sp_naval_generic_reward_equipment_tech_flag
0x8751 sp_naval_generic_reward_option_equipment_tech
0x8752 naval_armor
0x8753 bb_tech
0x8754 bc_tech
0x8755 sp_naval_generic_reward_armor_tech_2
0x8756 sp_naval_generic_reward_armor_tech_flag
0x8757 sp_naval_generic_reward_option_armor_tech
0x8758 sp_naval_generic_reward_armor_tech_3
0x8759 sp_naval_generic_reward_artillery_tech_1
0x875a sp_naval_generic_reward_artillery_tech_flag
0x875b sp_naval_generic_reward_option_artillery_tech
0x875c naval_artillery
0x875d sp_naval_generic_reward_artillery_tech_2
0x875e sp_naval_generic_reward_artillery_tech_3
0x875f sp_naval_generic_failure_nuclear_accident
0x8760 sp_naval_generic_failure_nuclear_accident_option
0x8761 sp_naval_generic_failure_torpedo_accident
0x8762 sp_naval_generic_failure_torpedo_tech_flag
0x8763 sp_naval_generic_failure_torpedo_option
0x8764 sp_nuclear_generic_industry_tech_reward
0x8765 sp_nuclear_generic_reward_option_industryr_tech
0x8766 industry
0x8767 sp_nuclear_scientist_xp_generic_reward
0x8768 sp_nuclear_scientist_xp_generic_reward_option
0x8769 sp_nuclear_minor_progress_generic_reward
0x876a sp_nuclear_minor_progress_generic_reward_option
0x876b sp_nuclear_generic_electronics_tech_reward
0x876c sp_nuclear_generic_reward_option_electronics_tech
0x876d electronics
0x876e sp_nuclear_war_support_generic_reward
0x876f sp_nuclear_war_support_generic_reward_option
0x8770 sp_nuclear_major_political_interference_generic_reward
0x8771 sp_nuclear_major_political_interference_generic_reward_option_keep
0x8772 sp_nuclear_major_political_interference_generic_reward_option_fire
0x8773 sp_nuclear_bomb_theoretical_breakthrough_generic_reward
0x8774 sp_nuclear_bomb_theoretical_breakthrough_generic_reward_option
0x8775 sp_nuclear_bomb_critical_mass_generic_reward
0x8776 sp_nuclear_bomb_accident_generic_reward
0x8777 nuclear_bomb_high_security_flag
0x8778 nuclear_bomb_low_security_flag
0x8779 no_filters_for_reactors_flag
0x877a sp_nuclear_bomb_accident_generic_reward_option
0x877b sp_nuclear_reactor_radioactive_leak_stabilized_reward
0x877c sp_nuclear_reactor_radioactive_leak_stabilized_reward_option
0x877d sp_nuclear_reactor_minor_explosion_reward
0x877e sp_nuclear_reactor_minor_explosion_reward_option
0x877f sp_rockets_scientist_xp_generic_reward
0x8780 sp_rockets_scientist_xp_generic_reward_option
0x8781 sp_rockets_generic_major_breakthrough_reward
0x8782 sp_rockets_generic_major_breakthrough_reward_option
0x8783 sp_rockets_generic_avionics_advancements_reward
0x8784 sp_rockets_generic_avionics_advancements_reward_option
0x8785 sp_rockets_political_interference_generic_reward
0x8786 sp_rockets_minor_progress_generic_reward_option
0x8787 sp_rockets_onsite_explosion_generic_reward
0x8788 refused_to_replace_relay_flag
0x8789 no_new_rocket_facility_built
0x878a sp_rockets_onsite_explosion_generic_reward_option
0x878b sp_air_bouncing_bomb_backspin_mechanism_reward
0x878c sp_air_bouncing_bomb_backspin_mechanism_reward_option
0x878d sp_air_bouncing_bomb_training_accidents_reward
0x878e sp_air_bouncing_bomb_training_accidents_reward_option
0x878f sp_air_bouncing_bomb_type_of_explosives_reward
0x8790 sp_air_bouncing_bomb_type_of_explosives_reward_option
0x8791 sp_air_bouncing_bomb_aircraft_modifications_reward
0x8792 sp_air_bouncing_bomb_aircraft_modifications_reward_option
0x8793 sp_air_earthshaker_bomb_unique_reward
0x8794 sp_air_earthshaker_bomb_preference_naval_targetting
0x8795 sp_air_earthshaker_bomb_preference_raw_power
0x8796 sp_air_earthshaker_bomb_preference_both
0x8797 sp_air_intercontinental_bomber_unique_reward
0x8798 sp_air_intercontinental_bomber_preference_balanced
0x8799 sp_air_intercontinental_bomber_preference_bombing_payload
0x879a sp_air_intercontinental_bomber_preference_protection
0x879b sp_air_mothership_unique_reward
0x879c sp_air_mothership_preference_speed_agility
0x879d sp_air_mothership_preference_reliability
0x879e sp_air_mothership_preference_strength
